,Year:,Month:,County:,Vegetation Condition Index(VIC):,Pasture condition:,Browse condition:,Cattle body condition:,Goats body condition:,Current milk production:,Current cattle prices:,Current goats prices:,Livestock mortality:,Maize prices:,Distance from households to main water sources:,Distance from livestock grazing area to main water sources:,Terms of trade:,Children at risk of malnutrition:,Drought phase classification:,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,_tags,_index
353,2020.0,January,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,At LTA,Below LTA,Above LTA,Below LTA,Normal,246421687,0629032e-cc05-418b-bb74-b4375e45c7e9,2021-12-29 08:58:43,,,submitted_via_web,,,354
354,2021.0,January,Kajiado,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246422903,2d18abf9-4208-4e9b-a695-a6a1812ee2e0,2021-12-29 09:02:33,,,submitted_via_web,,,355
355,2021.0,January,Laikipia,Moderate vegetation deficit,2.0,2.0,3.0,3.0,At LTA,Above LTA,Above LTA,,Below LTA,Below LTA,At LTA,Above LTA,,Normal,246424181,d5910fd0-8ebd-4016-9ea0-b10f9b4fd54d,2021-12-29 09:05:54,,,submitted_via_web,,,356
356,2019.0,December,Baringo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,At LTA,Below LTA,At LTA,Below LTA,Below LTA,Normal,246426109,8f683afe-e64c-4bbc-839b-73097bc59435,2021-12-29 09:10:57,,,submitted_via_web,,,357
357,2021.0,January,Tharaka nithi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246427627,bf2bbbac-1290-45c7-952c-0378534fd875,2021-12-29 09:15:44,,,submitted_via_web,,,358
358,2021.0,February,West pokot,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246428941,a1abebc9-7a68-48e6-b7ab-d55280a5313c,2021-12-29 09:19:40,,,submitted_via_web,,,359
359,2021.0,January,Embu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246430487,a3737940-17bb-4e1e-b7ad-7841d827633e,2021-12-29 09:24:49,,,submitted_via_web,,,360
360,2021.0,January,Kitui,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,Below LTA,Above LTA,At LTA,Above LTA,Below LTA,Normal,246431428,47bf9a1e-c0dd-402c-9360-4ae828637946,2021-12-29 09:27:37,,,submitted_via_web,,,361
361,2021.0,January,Makueni,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,,At LTA,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246435820,d0c7409a-a297-4133-8a28-746a3f1c83f2,2021-12-29 09:39:59,,,submitted_via_web,,,362
362,2021.0,January,Meru,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246437042,5d799c8b-e1ea-4f5f-97d4-8cf996f77f9a,2021-12-29 09:42:40,,,submitted_via_web,,,363
363,2021.0,January,Nyeri,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,At LTA,At LTA,At LTA,,At LTA,Below LTA,At LTA,Above LTA,Below LTA,Normal,246438375,70c4c226-e02c-4953-a5ed-d644b4403641,2021-12-29 09:45:58,,,submitted_via_web,,,364
364,2021.0,January,Kilifi,Severe vegetation deficit,1.0,1.0,1.0,1.0,Below LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,,Alert,246441526,e5488b1c-c89d-455d-b0f3-f88ca79a54c5,2021-12-29 09:52:01,,,submitted_via_web,,,365
366,2021.0,January,Lamu,Vegetation greenness Above normal,1.0,1.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,,Normal,246443633,570a9a7f-acab-4065-8311-28cdc235379e,2021-12-29 09:57:28,,,submitted_via_web,,,367
367,2021.0,January,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,At LTA,Above LTA,Below LTA,Above LTA,,Normal,246444662,608ab147-49fc-4d1d-90aa-c8292a719578,2021-12-29 09:59:43,,,submitted_via_web,,,368
368,2021.0,January,Narok,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,At LTA,Below LTA,Above LTA,At LTA,,Normal,246452274,f4d71812-9ecc-44ed-baf3-0fb96c071139,2021-12-29 10:14:56,,,submitted_via_web,,,369
369,2021.0,April,Baringo,Normal vegetation greenness,1.0,1.0,2.0,2.0,Below LTA,Above LTA,Below LTA,,At LTA,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246453354,4ade313d-8fed-449f-a394-b31703a858ba,2021-12-29 10:17:09,,,submitted_via_web,,,370
370,2021.0,April,Mandera,Moderate vegetation deficit,1.0,2.0,1.0,2.0,At LTA,Below LTA,Below LTA,,Above LTA,At LTA,Below LTA,Below LTA,Above LTA,Alarm,246454292,f37914d9-f8f5-40b9-b853-54315e4f3d78,2021-12-29 10:19:38,,,submitted_via_web,,,371
371,2021.0,April,Turkana,Normal vegetation greenness,1.0,1.0,1.0,1.0,Below LTA,Below LTA,Below LTA,,At LTA,Above LTA,Above LTA,At LTA,Below LTA,Alarm,246456041,a01de5c9-1702-4f6b-9a2a-c396891dffae,2021-12-29 10:26:15,,,submitted_via_web,,,372
372,2021.0,April,Marsabit,Moderate vegetation deficit,2.0,1.0,2.0,2.0,Below LTA,Below LTA,Below LTA,,Above LTA,Above LTA,Above LTA,Above LTA,At LTA,Alarm,246456779,c48e94c9-3e90-4859-a135-f4cc49ea9e7d,2021-12-29 10:29:00,,,submitted_via_web,,,373
373,2021.0,April,Wajir,Moderate vegetation deficit,1.0,2.0,1.0,1.0,At LTA,Above LTA,At LTA,,Above LTA,Above LTA,Below LTA,Above LTA,Below LTA,Alert,246457742,3be12ac7-592c-41e9-8f44-2b3826a1082e,2021-12-29 10:31:23,,,submitted_via_web,,,374
374,2019.0,December,Mandera,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Below LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Above LTA,Normal,246470689,1f3f971e-cfd7-481b-af1c-3107ab60e2d7,2021-12-29 11:06:24,,,submitted_via_web,,,375
375,2019.0,December,Turkana,Vegetation greenness Above normal,2.0,3.0,3.0,3.0,At LTA,Above LTA,Below LTA,No death of livestock reported,Below LTA,Below LTA,,Above LTA,At LTA,Normal,246472062,0386b584-1844-48c9-8366-51b7101daac4,2021-12-29 11:10:02,,,submitted_via_web,,,376
376,2019.0,December,Marsabit,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,At LTA,Below LTA,,Above LTA,Below LTA,Normal,246473680,655a1a72-6195-4823-9c13-59a563dcc7ab,2021-12-29 11:14:44,,,submitted_via_web,,,377
377,2021.0,April,Samburu,Normal vegetation greenness,2.0,2.0,2.0,2.0,At LTA,Above LTA,At LTA,,At LTA,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246474080,c8fd4622-f365-44bd-82de-dda2e17bb8d8,2021-12-29 11:16:13,,,submitted_via_web,,,378
378,2019.0,December,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,,Below LTA,Below LTA,,Above LTA,Above LTA,Normal,246474657,e5b8e763-9a0e-4c2a-950f-475aaa28cd7c,2021-12-29 11:18:21,,,submitted_via_web,,,379
379,2021.0,April,Garissa,Moderate vegetation deficit,1.0,1.0,2.0,1.0,At LTA,Above LTA,At LTA,,Above LTA,Above LTA,Above LTA,At LTA,Above LTA,Alert,246474729,aa32e199-77ea-44f4-9dde-e697071c0e86,2021-12-29 11:18:33,,,submitted_via_web,,,380
380,2021.0,April,Isiolo,Moderate vegetation deficit,1.0,1.0,2.0,2.0,Below LTA,Above LTA,At LTA,,At LTA,Above LTA,Above LTA,Above LTA,At LTA,Alert,246475320,f40876c8-3640-4587-9e7d-38480b8947e5,2021-12-29 11:20:27,,,submitted_via_web,,,381
381,2021.0,April,Tana river,Moderate vegetation deficit,2.0,2.0,2.0,2.0,At LTA,Above LTA,Above LTA,,Below LTA,Below LTA,At LTA,Above LTA,Below LTA,Alert,246476049,a53caa70-2cdf-4032-b76c-1c946bd948d4,2021-12-29 11:22:39,,,submitted_via_web,,,382
382,2021.0,April,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246476921,cb85bb01-cbe4-4abf-b67c-fe9b96f4c7e1,2021-12-29 11:24:53,,,submitted_via_web,,,383
383,2021.0,April,Laikipia,Normal vegetation greenness,1.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246477810,31d808a0-2c54-4a60-8cbd-3c0810953ce9,2021-12-29 11:27:13,,,submitted_via_web,,,384
384,2021.0,April,Tharaka nithi,Normal vegetation greenness,2.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,Above LTA,At LTA,Normal,246478966,0e2644c0-8b36-4113-8826-9c7df8c30ede,2021-12-29 11:29:47,,,submitted_via_web,,,385
385,2021.0,April,West pokot,Normal vegetation greenness,1.0,1.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246479995,36bbc7b4-21b1-4e1f-b764-dca2fa70f207,2021-12-29 11:32:15,,,submitted_via_web,,,386
386,2021.0,April,Embu,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,Above LTA,Normal,246480689,dad2cce8-7686-4088-87b8-ba01ebd8f6da,2021-12-29 11:34:39,,,submitted_via_web,,,387
387,2021.0,April,Kitui,Severe vegetation deficit,2.0,2.0,2.0,2.0,At LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Alert,246482097,1ad6c9dd-4154-4c55-8f91-561c9cc24706,2021-12-29 11:38:46,,,submitted_via_web,,,388
388,2021.0,April,Makueni,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,At LTA,Below LTA,At LTA,Above LTA,At LTA,Normal,246484117,90074272-13fc-4254-912a-7999e1079b99,2021-12-29 11:43:54,,,submitted_via_web,,,389
389,2021.0,April,Meru,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,At LTA,Above LTA,Above LTA,Above LTA,At LTA,Normal,246488128,d86f98a8-f74f-4689-a091-a19cac29b116,2021-12-29 11:53:36,,,submitted_via_web,,,390
390,2021.0,April,Nyeri,Vegetation greenness Above normal,1.0,1.0,2.0,2.0,Below LTA,At LTA,Below LTA,,At LTA,Above LTA,Above LTA,Below LTA,Below LTA,Normal,246491674,4c15c498-eac8-4500-831f-d52902e6db7f,2021-12-29 12:00:11,,,submitted_via_web,,,391
391,2021.0,April,Kilifi,Severe vegetation deficit,1.0,1.0,1.0,1.0,Below LTA,Above LTA,Above LTA,,Below LTA,At LTA,Below LTA,Above LTA,At LTA,Alert,246493783,36c2dbbf-3026-4a39-a03b-593ca674767b,2021-12-29 12:06:08,,,submitted_via_web,,,392
392,2021.0,April,Kwale,Normal vegetation greenness,2.0,2.0,2.0,2.0,At LTA,Above LTA,Above LTA,,Above LTA,Above LTA,Above LTA,Below LTA,At LTA,Normal,246496283,35de4877-31ae-4543-b65e-2121fb191bd5,2021-12-29 12:11:54,,,submitted_via_web,,,393
393,2021.0,April,Lamu,Normal vegetation greenness,1.0,1.0,2.0,2.0,At LTA,Above LTA,At LTA,,Below LTA,Below LTA,Above LTA,Above LTA,Above LTA,Alert,246496868,6d2e3097-b3bb-4aeb-851d-b2ae0c8e625b,2021-12-29 12:13:45,,,submitted_via_web,,,394
394,2021.0,April,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,Above LTA,,Above LTA,At LTA,Below LTA,At LTA,Above LTA,Normal,246497531,5b05d095-6cf8-4301-884c-8b857062822d,2021-12-29 12:15:39,,,submitted_via_web,,,395
395,2021.0,April,Narok,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,Below LTA,At LTA,Above LTA,Above LTA,At LTA,Normal,246498352,c1b2bfce-c279-4d3a-b61d-e47af77a8d43,2021-12-29 12:17:59,,,submitted_via_web,,,396
396,2019.0,December,Samburu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,Above LTA,Below LTA,,At LTA,At LTA,Normal,246556088,8936e43f-dbb1-4cd5-9b50-53cac76ae923,2021-12-29 14:48:24,,,submitted_via_web,,,397
397,2019.0,December,Garissa,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Above LTA,Above LTA,,Above LTA,At LTA,Normal,246556811,344666f4-2ee3-4279-ba8c-f8b41b8c95c4,2021-12-29 14:49:55,,,submitted_via_web,,,398
398,2019.0,December,Isiolo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Above LTA,Below LTA,,At LTA,Below LTA,Normal,246557547,2f464f01-01e5-495e-9d0e-eea1a14bfb07,2021-12-29 14:51:28,,,submitted_via_web,,,399
399,2019.0,December,Tana river,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,At LTA,,Above LTA,Below LTA,,,Above LTA,Normal,246558376,a1eebc44-7c48-4165-b6c4-a621fbd70b08,2021-12-29 14:52:46,,,submitted_via_web,,,400
400,2019.0,December,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,At LTA,,Above LTA,Below LTA,Normal,246559384,4d3b0ff6-2793-45a4-abed-26dda5a3ff48,2021-12-29 14:55:13,,,submitted_via_web,,,401
401,2019.0,December,Laikipia,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,At LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,,Below LTA,Below LTA,Normal,246559909,c5dccdb3-edf4-408a-a15d-5aae75df95f9,2021-12-29 14:57:10,,,submitted_via_web,,,402
402,2019.0,December,Tharaka nithi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Below LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,,At LTA,Above LTA,Normal,246560621,f2367763-e468-4754-9321-9fee3635b01a,2021-12-29 14:59:31,,,submitted_via_web,,,403
403,2019.0,December,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,,At LTA,Below LTA,Normal,246561628,91e6ae9d-8762-41f5-ad6c-69db49e445df,2021-12-29 15:03:07,,,submitted_via_web,,,404
404,2019.0,December,Embu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Below LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,,At LTA,Below LTA,Normal,246561801,da7404bd-8be8-41e8-865b-6bbc1402b2a5,2021-12-29 15:03:47,,,submitted_via_web,,,405
405,2019.0,December,Kitui,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Below LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,,Below LTA,Above LTA,Normal,246562256,cb3a7cbd-86d3-47c9-93b6-4faf02b2a40f,2021-12-29 15:05:20,,,submitted_via_web,,,406
406,2019.0,December,Makueni,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,,At LTA,Below LTA,Normal,246562834,04486796-e942-4a89-aa5a-523c5519fe72,2021-12-29 15:07:29,,,submitted_via_web,,,407
407,2019.0,December,Meru,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,,Below LTA,Above LTA,Normal,246563289,a83a807a-71d9-4017-870e-a15e0299d810,2021-12-29 15:09:13,,,submitted_via_web,,,408
408,2019.0,December,Nyeri,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,,Below LTA,At LTA,Normal,246563690,23b931ee-870e-49bb-85ed-838c9af02fdc,2021-12-29 15:10:40,,,submitted_via_web,,,409
409,2019.0,December,Kilifi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Below LTA,No death of livestock reported,Above LTA,At LTA,,At LTA,Below LTA,Normal,246564209,e0477138-a8aa-4537-a684-ccc71f990ba9,2021-12-29 15:11:59,,,submitted_via_web,,,410
410,2019.0,December,Kwale,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,,Above LTA,No death of livestock reported,Above LTA,Above LTA,,Below LTA,Above LTA,Normal,246564926,6aa83b4c-0a64-4814-87b2-62ce24492e06,2021-12-29 15:14:03,,,submitted_via_web,,,411
411,2019.0,December,Lamu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,,Below LTA,Above LTA,Normal,246565238,9e959136-2877-463e-bd5d-352aa5ab7b48,2021-12-29 15:15:36,,,submitted_via_web,,,412
412,2019.0,December,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,,Above LTA,Below LTA,Normal,246567402,016a381f-f85b-4dd0-8a52-834629734f44,2021-12-29 15:22:33,,,submitted_via_web,,,413
413,2019.0,December,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,,Above LTA,Below LTA,Normal,246567772,dd18c268-f4dc-43e1-ba6d-f89acb385f34,2021-12-29 15:24:07,,,submitted_via_web,,,414
414,2019.0,November,Baringo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Above LTA,At LTA,Above LTA,Normal,246569955,de36728a-a2cf-414d-a959-ffe4e35b5201,2021-12-29 15:30:21,,,submitted_via_web,,,415
415,2019.0,November,Mandera,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,At LTA,Below LTA,Above LTA,Normal,246570950,7076d59c-262a-4f41-ae91-facdffa11b46,2021-12-29 15:32:27,,,submitted_via_web,,,416
416,2019.0,November,Turkana,Vegetation greenness Above normal,3.0,3.0,3.0,2.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246572213,826ad678-6e2a-4651-b451-6fe4e8e48a65,2021-12-29 15:36:18,,,submitted_via_web,,,417
417,2019.0,November,Marsabit,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246573285,88b2abe0-57fe-4be8-bc3e-0ee52e23ef61,2021-12-29 15:39:54,,,submitted_via_web,,,418
418,2019.0,November,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,Below LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246579743,79d4d114-dd85-4979-a45d-3dc226bb1294,2021-12-29 16:01:04,,,submitted_via_web,,,419
419,2019.0,November,Samburu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,At LTA,Above LTA,Normal,246583232,0891c380-5cd2-4173-9805-031e74709a47,2021-12-29 16:12:41,,,submitted_via_web,,,420
420,2019.0,November,Garissa,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,At LTA,Below LTA,Normal,246583725,26052bf1-42a4-4a89-9ac2-133208846b27,2021-12-29 16:14:54,,,submitted_via_web,,,421
421,2019.0,November,Isiolo,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246584435,68eca2d3-4a2d-46e5-b63b-0c711f562959,2021-12-29 16:18:22,,,submitted_via_web,,,422
422,2019.0,November,Tana river,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Above LTA,Above LTA,At LTA,No death of livestock reported,Above LTA,Above LTA,Below LTA,At LTA,Above LTA,Normal,246621509,498814ad-c31a-4c64-a4a8-5b1a2d608c68,2021-12-29 18:31:59,,,submitted_via_web,,,423
423,2019.0,November,Kajiado,Vegetation greenness Above normal,3.0,3.0,2.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Above LTA,Below LTA,Above LTA,Below LTA,Normal,246621757,597e3e15-437c-41da-8f99-bdd05f74b095,2021-12-29 18:33:34,,,submitted_via_web,,,424
424,2019.0,November,Laikipia,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Above LTA,At LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,At LTA,Normal,246622199,e03a544b-c57a-41aa-9ae8-03f8a12ee009,2021-12-29 18:35:32,,,submitted_via_web,,,425
425,2018.0,November,Baringo,Normal vegetation greenness,3.0,3.0,2.0,2.0,At LTA,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246692425,f2d44d6b-22cf-4a77-92a4-671c04bb0c4e,2021-12-30 05:12:35,,,submitted_via_web,,,426
426,2018.0,November,Mandera,Normal vegetation greenness,3.0,3.0,2.0,3.0,Above LTA,,,,,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246693448,0a459022-e3ee-4262-ac32-31cbcedcbda7,2021-12-30 05:18:47,,,submitted_via_web,,,427
427,2018.0,November,Turkana,Normal vegetation greenness,3.0,3.0,2.0,2.0,Below LTA,,,,,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246693611,bc4c0c48-a1fe-44fc-bfe6-1e60f9638f20,2021-12-30 05:20:42,,,submitted_via_web,,,428
429,2018.0,November,Wajir,Normal vegetation greenness,3.0,3.0,2.0,2.0,Above LTA,,,,,Below LTA,Above LTA,Above LTA,Below LTA,Normal,246694230,363429d9-1b9e-4852-a504-05888e35bb16,2021-12-30 05:26:36,,,submitted_via_web,,,430
441,2019.0,November,Tharaka nithi,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Above LTA,Below LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246711201,62dccfc5-eeca-4b44-974e-4ac7310b420a,2021-12-30 06:48:16,,,submitted_via_web,,,442
443,2019.0,November,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246711658,e16b73f0-2cce-4c34-a8c7-d441cb07c932,2021-12-30 06:50:21,,,submitted_via_web,,,444
445,2019.0,November,Embu,Vegetation greenness Above normal,2.0,3.0,3.0,3.0,Below LTA,Below LTA,Above LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Below LTA,Normal,246711950,9499e507-94a0-48e2-a19f-97dab9742f46,2021-12-30 06:51:52,,,submitted_via_web,,,446
447,2019.0,November,Kitui,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Below LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,At LTA,Normal,246712218,d5989e88-5b7f-4ccd-9b76-b5cfafc82feb,2021-12-30 06:53:42,,,submitted_via_web,,,448
448,2019.0,November,Makueni,Vegetation greenness Above normal,3.0,3.0,2.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,At LTA,Normal,246712767,382b0f38-57da-4d14-b709-d589df86b37d,2021-12-30 06:55:55,,,submitted_via_web,,,449
450,2019.0,November,Meru,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Above LTA,Normal,246713319,f210c5fe-de29-4057-b029-909b686e0522,2021-12-30 06:57:35,,,submitted_via_web,,,451
452,2019.0,November,Nyeri,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,Above LTA,At LTA,Below LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246713778,4c9df992-aee8-46d0-9452-34b4a478a8a8,2021-12-30 06:59:30,,,submitted_via_web,,,453
454,2019.0,November,Kilifi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246714178,118f5e4b-9659-4564-a69d-9b9c6e7b67f9,2021-12-30 07:01:19,,,submitted_via_web,,,455
456,2019.0,November,Kwale,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,,Above LTA,No death of livestock reported,Above LTA,Below LTA,Above LTA,Below LTA,Above LTA,Normal,246714786,a9be6994-457e-439a-9ff8-ed22e24e4f31,2021-12-30 07:04:05,,,submitted_via_web,,,457
457,2019.0,November,Lamu,Vegetation greenness Above normal,3.0,3.0,2.0,3.0,Below LTA,Above LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Above LTA,Normal,246715171,e713a3c6-aa81-47b3-a89a-b135aff35de7,2021-12-30 07:05:46,,,submitted_via_web,,,458
458,2019.0,November,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246715643,8b006ea3-98b0-43a6-9aa2-3154c28d341d,2021-12-30 07:08:26,,,submitted_via_web,,,459
459,2019.0,November,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246716130,816b6aa4-7384-47dc-b6c6-e52b829ac3ff,2021-12-30 07:11:00,,,submitted_via_web,,,460
460,2019.0,July,Baringo,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,Death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Above LTA,Alert,246717717,51f11ed7-04ef-45ba-b269-1cc1f7599591,2021-12-30 07:17:10,,,submitted_via_web,,,461
461,2019.0,July,Mandera,Vegetation greenness Above normal,1.0,1.0,2.0,2.0,Below LTA,Above LTA,Below LTA,No death of livestock reported,Above LTA,Above LTA,Above LTA,Below LTA,Above LTA,Alarm,246718351,d21f35eb-9fb1-4253-92a4-193920903bdd,2021-12-30 07:19:51,,,submitted_via_web,,,462
